"Date","Load","Load.1","Load.7","Net_demand","Solar_power","Wind_power","Temp","Temp_s95","Temp_s99","Temp_s95_min","Temp_s95_max","Temp_s99_min","Temp_s99_max","Wind","Wind_weighted","Nebulosity","Nebulosity_weighted","toy","WeekDays","BH_before","BH","BH_after","Year","Month","DLS","Summer_break","Christmas_break","Holiday","Holiday_zone_a","Holiday_zone_b","Holiday_zone_c","BH_Holiday","Solar_power.1","Solar_power.7","Wind_power.1","Wind_power.7","Net_demand.1","Net_demand.7","Covid","Price","Price_Diff","Inflation","Time","WeekDays2","WeekDays3","Season","Temp_trunc1","Temp_trunc2"
2019-05-13,49934.3958333333,43723.8125,55150.0833333333,40355.75,2658.10416666667,6920.54166666667,286.011759665937,285.521636729753,285.400066208716,283.459224390627,287.618131138921,284.959286553832,285.874069840404,5.87003021733882,5.45762201749502,63.5957360959889,72.0790873860304,0.363,"0",0,0,0,2019,"mai",1,0,0,0,0,0,0,0,2449.72916666667,2393.08333333333,4658.875,1859.47916666667,36615.2083333333,50897.5208333333,0,17.0408,-0.3972,116.56,18029,"lundi","lundi","printemps",1.01175966593701,0
2019-05-14,49668.2083333333,49934.3958333333,53679.7916666667,40519.3125,2625.14583333333,6523.75,286.818797685843,286.543183542955,285.827774616461,284.541601294965,288.527785363953,285.351297079524,286.366973708434,5.42838522371186,5.19146164647996,62.7993857253521,71.3117675641784,0.366,"1",0,0,0,2019,"mai",1,0,0,0,0,0,0,0,2658.10416666667,2030.16666666667,6920.54166666667,1071.6875,40355.75,50577.9375,0,17.0408,-0.3972,116.56,18030,"mardi","WorkDay","printemps",1.81879768584298,0
2019-05-15,49312.7083333333,49668.2083333333,47370.125,42046.7916666667,2558.5,4707.41666666667,286.336454605744,286.566150477329,286.14365265568,284.87161727959,288.171900843384,285.762234603525,286.536778907569,5.00135358247675,4.57202806417879,65.0642075542891,75.855862612784,0.369,"2",0,0,0,2019,"mai",1,0,0,0,0,0,0,0,2625.14583333333,840.5,6523.75,6487.04166666667,40519.3125,40042.5833333333,0,17.0408,-0.3972,116.56,18031,"mercredi","WorkDay","printemps",1.336454605744,0
2019-05-16,49207.0416666667,49312.7083333333,52171.625,44493.8541666667,2218.72916666667,2494.45833333333,286.356161304198,286.192550244598,286.142230116762,284.168249227939,288.0091454357,285.720686609405,286.538109622952,3.38269986558163,3.347527631065,76.1724223593501,82.4411010697629,0.372,"3",0,0,0,2019,"mai",1,0,0,0,0,0,0,0,2558.5,1451,4707.41666666667,6807.79166666667,42046.7916666667,43912.8333333333,0,17.0408,-0.3972,116.56,18032,"jeudi","WorkDay","printemps",1.356161304198,0
2019-05-17,49432.2708333333,49207.0416666667,51591.6875,46781.9166666667,924.104166666667,1726.25,286.15081050354,286.45646240536,286.325508985277,285.55572811207,287.158197742673,286.130793766652,286.482494033173,3.20225004886823,2.88537260655892,92.3203956318105,95.1676776548605,0.374,"4",0,0,0,2019,"mai",1,0,0,0,0,0,0,0,2218.72916666667,1573.9375,2494.45833333333,1785.8125,44493.8541666667,48231.9375,0,17.0408,-0.3972,116.56,18033,"vendredi","vendredi","printemps",1.15081050354001,0
2019-05-18,44623.1666666667,49432.2708333333,45825.3958333333,42258.25,1268.5,1096.41666666667,286.546924250506,286.407050504368,286.326457689544,285.247232893359,287.553252591865,286.072587706376,286.578838332015,2.62647077195114,2.62823356025159,93.6741128067009,95.055126921031,0.377,"5",0,0,0,2019,"mai",1,0,0,0,0,0,0,10,924.104166666667,1620.16666666667,1726.25,5739.625,46781.9166666667,38465.6041666667,0,17.0408,-0.3972,116.56,18034,"samedi","samedi","printemps",1.54692425050598,0
2019-05-19,42723.4375,44623.1666666667,43723.8125,39921.0625,1110.0625,1692.3125,286.158874369041,286.304301340013,286.3494874685,285.4878879119,286.94918970638,286.183412097842,286.47998735479,3.09494880830762,3.07694647943367,92.6582072054215,93.8581736829339,0.38,"6",0,0,0,2019,"mai",1,0,0,0,0,0,0,10,1268.5,2449.72916666667,1096.41666666667,4658.875,42258.25,36615.2083333333,0,17.0408,-0.3972,116.56,18035,"dimanche","dimanche","printemps",1.15887436904097,0
2019-05-20,49223.2291666667,42723.4375,49934.3958333333,45382.875,1446.89583333333,2393.45833333333,286.983570736591,286.668853910248,286.429851901484,285.603425566915,287.846038418523,286.184965610062,286.724641635614,3.95572129697705,3.86271994563556,90.9712570332327,89.1861086081312,0.383,"0",0,0,0,2019,"mai",1,0,0,0,0,0,0,0,1110.0625,2658.10416666667,1692.3125,6920.54166666667,39921.0625,40355.75,0,17.0408,-0.3972,116.56,18036,"lundi","lundi","printemps",1.98357073659099,0
2019-05-21,49111.7708333333,49223.2291666667,49668.2083333333,44950,1897.35416666667,2264.41666666667,288.013796528261,287.587829132061,286.821567256097,285.899828893743,289.383384597563,286.398293595677,287.335392009596,3.47335949667338,3.18406199863749,78.584697690832,83.927665252897,0.385,"1",0,0,0,2019,"mai",1,0,0,0,0,0,0,0,1446.89583333333,2625.14583333333,2393.45833333333,6523.75,45382.875,40519.3125,0,17.0408,-0.3972,116.56,18037,"mardi","WorkDay","printemps",3.01379652826103,0
2019-05-22,48312.0416666667,49111.7708333333,49312.7083333333,45054.9583333333,2365.29166666667,891.791666666667,288.810593086506,288.41181649194,287.387808701094,286.135089341488,290.720491589836,286.819178122785,288.050816403993,2.47016079412433,2.16947631388808,78.1724843528011,81.4964956709696,0.388,"2",0,0,0,2019,"mai",1,0,0,0,0,0,0,0,1897.35416666667,2558.5,2264.41666666667,4707.41666666667,44950,42046.7916666667,0,17.0408,-0.3972,116.56,18038,"mercredi","WorkDay","printemps",3.810593086506,0
2019-05-23,47666.9166666667,48312.0416666667,49207.0416666667,44812.8333333333,2250.10416666667,603.979166666667,289.74299096585,289.313457167488,288.097961191225,286.784229671728,291.644858311558,287.455709182223,288.800103089194,2.0865455015025,1.99411751653233,80.3196963758246,84.9352294835551,0.391,"3",0,0,0,2019,"mai",1,0,0,0,0,0,0,0,2365.29166666667,2218.72916666667,891.791666666667,2494.45833333333,45054.9583333333,44493.8541666667,0,17.0408,-0.3972,116.56,18039,"jeudi","WorkDay","printemps",4.74299096585003,0
2019-05-24,46872.6458333333,47666.9166666667,49432.2708333333,43825.9166666667,1664.85416666667,1381.875,289.68097047898,289.798798401783,288.805526708903,288.284790486659,291.146448510383,288.405968541861,289.237134037481,3.06566973461082,2.9633248104935,88.4691174708107,89.9074781361287,0.393,"4",0,0,0,2019,"mai",1,0,0,0,0,0,0,0,2250.10416666667,924.104166666667,603.979166666667,1726.25,44812.8333333333,46781.9166666667,0,17.0408,-0.3972,116.56,18040,"vendredi","vendredi","printemps",4.68097047897999,0
2019-05-25,41604.8333333333,46872.6458333333,44623.1666666667,37907.9583333333,1693.41666666667,2003.45833333333,289.353796398639,289.5658693313,289.118155560003,288.377787502863,290.657819737203,288.833941837745,289.40781697729,3.3061313512654,3.36547688613382,86.0995692638016,87.9075777675347,0.396,"5",0,0,0,2019,"mai",1,0,0,0,0,0,0,10,1664.85416666667,1268.5,1381.875,1096.41666666667,43825.9166666667,42258.25,0,17.0408,-0.3972,116.56,18041,"samedi","samedi","printemps",4.35379639863902,0
2019-05-26,39343.6041666667,41604.8333333333,42723.4375,34916.2291666667,1736.125,2691.25,289.263858391723,289.205392243105,289.143623618214,287.905539562536,290.40892441834,288.868570508591,289.404757051633,3.72453207560345,3.80197374112638,88.0987520465446,90.0814636186514,0.399,"6",0,0,0,2019,"mai",1,0,0,0,0,0,0,10,1693.41666666667,1110.0625,2003.45833333333,1692.3125,37907.9583333333,39921.0625,0,17.0408,-0.3972,116.56,18042,"dimanche","dimanche","printemps",4.26385839172298,0
2019-05-27,46084.875,39343.6041666667,49223.2291666667,41657.7708333333,1582.8125,2844.29166666667,289.175423058289,289.397605348089,289.265730515046,288.537485699939,290.28831273138,289.072581096218,289.465374990826,4.03900616641654,4.04240012084022,89.4913481146157,90.0449839764885,0.402,"0",0,0,0,2019,"mai",1,0,0,0,0,0,0,0,1736.125,1446.89583333333,2691.25,2393.45833333333,34916.2291666667,45382.875,0,17.0408,-0.3972,116.56,18043,"lundi","lundi","printemps",4.17542305828903,0
2019-05-28,47528.4166666667,46084.875,49111.7708333333,41883.5625,1674.54166666667,3970.3125,287.075498122595,287.906120242573,288.816729790404,287.082320213154,289.034438310587,288.448937232341,289.262787264594,5.09398504296319,4.65622856523772,84.2516080381491,87.8751541116538,0.404,"1",0,0,0,2019,"mai",1,0,0,0,0,0,0,0,1582.8125,1897.35416666667,2844.29166666667,2264.41666666667,41657.7708333333,44950,0,17.0408,-0.3972,116.56,18044,"mardi","WorkDay","printemps",2.07549812259498,0
2019-05-29,47937.6666666667,47528.4166666667,48312.0416666667,43815.6041666667,2039.02083333333,2083.04166666667,287.53037668526,287.05869397456,288.053949329832,285.271346222853,288.815009387836,287.755808602757,288.399844020521,3.96644116431915,3.25674811731998,81.6594597815121,80.3301374920256,0.407,"2",1,0,0,2019,"mai",1,0,0,0,0,0,0,0,1674.54166666667,2365.29166666667,3970.3125,891.791666666667,41883.5625,45054.9583333333,0,17.0408,-0.3972,116.56,18045,"mercredi","WorkDay","printemps",2.53037668526002,0
2019-05-30,41510.0625,47937.6666666667,47666.9166666667,37179.5833333333,2127.375,2203.10416666667,289.65887669276,288.948709362485,288.345118445386,287.197508310679,290.899046246882,287.924753431767,288.884551840639,3.25390179588271,3.35417358118587,82.6251933986879,77.8304359919776,0.41,"3",0,1,1,2019,"mai",1,0,0,1,1,1,1,11,2039.02083333333,2250.10416666667,2083.04166666667,603.979166666667,43815.6041666667,44812.8333333333,0,17.0408,-0.3972,116.56,18046,"jeudi","WorkDay","printemps",4.65887669275997,0
2019-05-31,43175.4166666667,41510.0625,46872.6458333333,40172.8958333333,2522.95833333333,479.5625,291.493014587268,290.689394830113,289.169005657402,288.20886804555,293.409391372831,288.50563650632,290.020445442097,2.16593700383521,2.0173435501132,70.6268015533146,67.9869013882303,0.413,"4",0,0,0,2019,"mai",1,0,0,1,1,1,1,1,2127.375,1664.85416666667,2203.10416666667,1381.875,37179.5833333333,43825.9166666667,0,17.0408,-0.3972,116.56,18047,"vendredi","vendredi","printemps",6.49301458726802,1.49301458726802
2019-06-01,40746.5625,43175.4166666667,41604.8333333333,37462.6666666667,2586.66666666667,697.229166666667,293.947921571282,292.861397425238,290.500421683903,289.743063648733,296.127441338909,289.61501894622,291.64205050566,2.04477107654895,2.02470613381532,63.5269907282501,67.9899704707104,0.415,"5",0,0,0,2019,"juin",1,0,0,1,1,1,1,11,2522.95833333333,1693.41666666667,479.5625,2003.45833333333,40172.8958333333,37907.9583333333,0,18.5376,-0.3972,116.39,18048,"samedi","samedi","ete",8.947921571282,3.947921571282
2019-06-02,38540.0208333333,40746.5625,39343.6041666667,33622.25,2485.9375,2431.83333333333,295.17823434335,294.896316071655,292.204188413532,292.450382999762,297.281463622926,291.414988144991,293.140058135174,3.22913415323871,3.12128683137419,68.8369857722785,73.6981378735496,0.418,"6",0,0,0,2019,"juin",1,0,0,1,1,1,1,11,2586.66666666667,1736.125,697.229166666667,2691.25,37462.6666666667,34916.2291666667,0,18.5376,-0.3972,116.39,18049,"dimanche","dimanche","ete",10.17823434335,5.17823434335003
2019-06-03,45294.6875,38540.0208333333,46084.875,42239.25,1887.14583333333,1168.29166666667,292.051299998334,293.298511201162,292.796042969909,292.404512246099,295.321154000841,292.616084697241,293.050315324005,2.76924749382471,2.79260728046056,81.2266958719388,78.5008267323753,0.421,"0",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,2485.9375,1582.8125,2431.83333333333,2844.29166666667,33622.25,41657.7708333333,0,18.5376,-0.3972,116.39,18050,"lundi","lundi","ete",7.051299998334,2.051299998334
2019-06-04,46523.4791666667,45294.6875,47528.4166666667,40985.9166666667,2151.25,3386.3125,292.589376990464,292.373537392042,292.535298980099,290.389923321711,294.323484938186,292.129087911102,292.917658945004,3.86781400299098,3.6884572814698,82.2864044562758,82.0279401584873,0.423,"1",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,1887.14583333333,1674.54166666667,1168.29166666667,3970.3125,42239.25,41883.5625,0,18.5376,-0.3972,116.39,18051,"mardi","WorkDay","ete",7.58937699046402,2.58937699046402
2019-06-05,46824,46523.4791666667,47937.6666666667,42858.1875,1372.02083333333,2593.79166666667,288.798961759033,290.555793849774,291.978486048585,288.511478581294,292.744750759484,291.195871098572,292.698573864467,3.62037855067453,3.38893838008073,87.6330438115823,84.2629074157629,0.426,"2",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,2151.25,2039.02083333333,3386.3125,2083.04166666667,40985.9166666667,43815.6041666667,0,18.5376,-0.3972,116.39,18052,"mercredi","WorkDay","ete",3.79896175903298,0
2019-06-06,46677,46824,41510.0625,42328.4166666667,2173.54166666667,2175.04166666667,288.068947907728,287.899563989449,290.330815537135,286.282971094878,289.487029177167,290.098147972485,291.128798685622,3.51844479387307,3.48139330356735,80.6428714739719,81.2517013768938,0.429,"3",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,1372.02083333333,2127.375,2593.79166666667,2203.10416666667,42858.1875,37179.5833333333,0,18.5376,-0.3972,116.39,18053,"jeudi","WorkDay","ete",3.06894790772799,0
2019-06-07,46385.1458333333,46677,43175.4166666667,35597.1458333333,1693.66666666667,9094.33333333333,288.217455399363,288.550137831726,289.696751914963,287.857212158315,289.177519354662,289.381973331295,290.068225646467,6.67148747982076,6.32209209787326,85.930302812989,83.1219273013544,0.432,"4",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,2173.54166666667,2522.95833333333,2175.04166666667,479.5625,42328.4166666667,40172.8958333333,0,18.5376,-0.3972,116.39,18054,"vendredi","vendredi","ete",3.21745539936302,0
2019-06-08,41315.1458333333,46385.1458333333,40746.5625,31913.0625,2407.375,6994.70833333333,288.802033746973,288.344250025202,289.103533677298,286.672184817997,290.189225720645,288.809525772779,289.379153673919,4.79398953294716,5.17248991011459,80.629537558369,79.6365125692579,0.434,"5",0,0,0,2019,"juin",1,0,0,0,0,0,0,10,1693.66666666667,2586.66666666667,9094.33333333333,697.229166666667,35597.1458333333,37462.6666666667,0,18.5376,-0.3972,116.39,18055,"samedi","samedi","ete",3.802033746973,0
2019-06-09,38678.9791666667,41315.1458333333,38540.0208333333,35891.125,1553.5625,1234.29166666667,288.926318614376,288.840339259072,289.024734001122,287.433857036241,290.095019290855,288.745812925062,289.260949862045,2.71097887657752,2.41339639726892,90.1267572118096,92.6869324060591,0.437,"6",1,0,0,2019,"juin",1,0,0,0,0,0,0,10,2407.375,2485.9375,6994.70833333333,2431.83333333333,31913.0625,33622.25,0,18.5376,-0.3972,116.39,18056,"dimanche","dimanche","ete",3.92631861437599,0
2019-06-10,40629.3958333333,38678.9791666667,45294.6875,37047.625,1391.02083333333,2190.75,288.018472750611,288.685948692721,288.966120289403,287.786397202467,289.369205860383,288.728609522392,289.170231497183,3.40401598871844,3.1584200303088,88.9482416868536,89.0138118405455,0.44,"0",0,1,1,2019,"juin",1,0,0,0,0,0,0,10,1553.5625,1887.14583333333,1234.29166666667,1168.29166666667,35891.125,42239.25,0,18.5376,-0.3972,116.39,18057,"lundi","lundi","ete",3.01847275061101,0
2019-06-11,47087.375,40629.3958333333,46523.4791666667,44824.7291666667,1242.79166666667,1019.85416666667,286.22490629953,286.708981941975,288.122935399081,285.847614093607,287.617188379188,287.808352989275,288.685345634536,2.58510176786048,2.5458574520012,88.2376873835684,93.3688105121388,0.443,"1",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,1391.02083333333,2151.25,2190.75,3386.3125,37047.625,40985.9166666667,0,18.5376,-0.3972,116.39,18058,"mardi","WorkDay","ete",1.22490629953001,0
2019-06-12,47901.8541666667,47087.375,46824,43716.9791666667,1970.25,2214.625,287.235847983521,286.860951471207,287.575011647163,285.503304477162,288.359527675359,287.338499674137,287.786287191546,3.56519426942286,3.26645413403784,82.0421460655903,80.1066636598131,0.445,"2",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,1242.79166666667,1372.02083333333,1019.85416666667,2593.79166666667,44824.7291666667,42858.1875,0,18.5376,-0.3972,116.39,18059,"mercredi","WorkDay","ete",2.23584798352101,0
2019-06-13,47452.4166666667,47901.8541666667,46677,41082.7916666667,2334.1875,4035.4375,289.099539225277,288.188004227959,287.723416866646,286.01180624706,290.612483964274,287.230829452495,288.343031389565,3.7080659757037,3.67508158463908,78.1063661134655,78.4312556529071,0.448,"3",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,1970.25,2173.54166666667,2214.625,2175.04166666667,43716.9791666667,42328.4166666667,0,18.5376,-0.3972,116.39,18060,"jeudi","WorkDay","ete",4.099539225277,0
2019-06-14,46881.25,47452.4166666667,46385.1458333333,43965.2708333333,1347.39583333333,1568.58333333333,290.449058656473,290.034522957407,288.619295861796,288.480550141326,291.579345589323,288.152733059558,289.211470965697,3.20798010204038,2.93471678483712,89.0080583010034,88.9129029737999,0.451,"4",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,2334.1875,1693.66666666667,4035.4375,9094.33333333333,41082.7916666667,35597.1458333333,0,18.5376,-0.3972,116.39,18061,"vendredi","vendredi","ete",5.44905865647303,0.449058656473028
2019-06-15,41408.6458333333,46881.25,41315.1458333333,37147.1666666667,1604.02083333333,2657.45833333333,289.888748644595,290.190659302727,289.275678197194,289.273968471349,291.050057785431,289.011379446803,289.59063590527,3.47230592445137,3.33635284153346,83.1332832837276,87.142047393531,0.454,"5",0,0,0,2019,"juin",1,0,0,0,0,0,0,10,1347.39583333333,2407.375,1568.58333333333,6994.70833333333,43965.2708333333,31913.0625,0,18.5376,-0.3972,116.39,18062,"samedi","samedi","ete",4.88874864459501,0
2019-06-16,38932.8958333333,41408.6458333333,38678.9791666667,34501.2916666667,2417.16666666667,2014.4375,290.732829572385,290.293858296905,289.590488901051,288.507928520149,292.2889087515,289.156760457134,290.135859958383,3.15421328349873,2.7566516811128,74.9811457966293,74.6602257550955,0.456,"6",0,0,0,2019,"juin",1,0,0,0,0,0,0,10,1604.02083333333,1553.5625,2657.45833333333,1234.29166666667,37147.1666666667,35891.125,0,18.5376,-0.3972,116.39,18063,"dimanche","dimanche","ete",5.73282957238501,0.732829572385015
2019-06-17,45782.1666666667,38932.8958333333,40629.3958333333,42453.6458333333,2523.89583333333,804.625,293.004929642649,291.968144100708,290.402619923396,289.228646710777,294.853490120021,289.681519203587,291.329691411619,2.26707140534401,2.30696648565499,70.7849681767884,73.6795125523402,0.459,"0",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,2417.16666666667,1391.02083333333,2014.4375,2190.75,34501.2916666667,37047.625,0,18.5376,-0.3972,116.39,18064,"lundi","lundi","ete",8.00492964264902,3.00492964264902
2019-06-18,47095.3541666667,45782.1666666667,47087.375,43273.625,2224.10416666667,1597.625,294.908849025083,294.188331056232,291.830945657924,291.777550361113,296.771312183277,291.097805525433,292.819778084642,2.79369235591371,2.57130224330453,79.7175117533229,79.421253490399,0.462,"1",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,2523.89583333333,1242.79166666667,804.625,1019.85416666667,42453.6458333333,44824.7291666667,0,18.5376,-0.3972,116.39,18065,"mardi","WorkDay","ete",9.90884902508299,4.90884902508299
2019-06-19,47055.6875,47095.3541666667,47901.8541666667,41904.0833333333,2051.35416666667,3100.25,293.637107161608,294.410667635965,292.939321742719,293.396162636083,295.430694143751,292.597990484241,293.307982999561,3.82769771083848,3.55306957104766,82.5756402324691,82.510373998779,0.464,"2",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,2224.10416666667,1970.25,1597.625,2214.625,43273.625,43716.9791666667,0,18.5376,-0.3972,116.39,18066,"mercredi","WorkDay","ete",8.63710716160801,3.63710716160801
2019-06-20,46737.7916666667,47055.6875,47452.4166666667,43157.1666666667,1705.45833333333,1875.16666666667,291.217041354208,292.121066098696,292.690453388571,291.284005889494,293.501123685265,292.427368300471,293.109047956927,3.29185595027353,3.53683080292125,83.8160545101844,83.5377395444214,0.467,"3",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,2051.35416666667,2334.1875,3100.25,4035.4375,41904.0833333333,41082.7916666667,0,18.5376,-0.3972,116.39,18067,"jeudi","WorkDay","ete",6.21704135420799,1.21704135420799
2019-06-21,46098,46737.7916666667,46881.25,43152.6666666667,1515.1875,1430.14583333333,290.853145493724,290.927395069455,291.98126856292,289.632475614754,292.140686075188,291.789384705938,292.382923936208,2.97985661240617,2.93468191631205,78.2110510041825,84.8347858391564,0.47,"4",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,1705.45833333333,1347.39583333333,1875.16666666667,1568.58333333333,43157.1666666667,43965.2708333333,0,18.5376,-0.3972,116.39,18068,"vendredi","vendredi","ete",5.85314549372401,0.853145493724014
2019-06-22,41060.8958333333,46098,41408.6458333333,36914.6666666667,2206.14583333333,1940.08333333333,292.170712400282,291.513434582977,291.73071258212,289.521518343545,293.649573280737,291.331378821321,292.161370378813,3.16881084201543,2.90152516831815,73.1151768259085,77.8492626424675,0.473,"5",0,0,0,2019,"juin",1,0,0,0,0,0,0,10,1515.1875,1604.02083333333,1430.14583333333,2657.45833333333,43152.6666666667,37147.1666666667,0,18.5376,-0.3972,116.39,18069,"samedi","samedi","ete",7.17071240028201,2.17071240028201
2019-06-23,39076.9583333333,41060.8958333333,38932.8958333333,34732.875,2239.70833333333,2104.375,295.233104804272,294.006867272932,292.496990165698,291.341168924581,296.872733689101,291.793752307232,293.427246831051,2.98066621092754,2.95075659872842,82.3166143573987,81.7683258108171,0.475,"6",0,0,0,2019,"juin",1,0,0,0,0,0,0,10,2206.14583333333,2417.16666666667,1940.08333333333,2014.4375,36914.6666666667,34501.2916666667,0,18.5376,-0.3972,116.39,18070,"dimanche","dimanche","ete",10.233104804272,5.23310480427199
2019-06-24,47208.2083333333,39076.9583333333,45782.1666666667,42898.5208333333,1944,2365.6875,296.371974281371,296.002291653381,293.865982427588,294.093497931374,297.909866257629,293.258235050232,294.652581996926,3.11163010378582,3.01608754859347,83.4829307280795,81.2661679848752,0.478,"0",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,2239.70833333333,2523.89583333333,2104.375,804.625,34732.875,42453.6458333333,0,18.5376,-0.3972,116.39,18071,"lundi","lundi","ete",11.371974281371,6.37197428137102
2019-06-25,49374.5,47208.2083333333,47095.3541666667,44860.0208333333,2196.54166666667,2317.9375,297.637422711648,297.104441857315,295.064848271549,294.996667927426,299.365114112518,294.429618191359,295.903860115442,3.12782339765983,2.91163758850299,75.8668343688616,75.5526231437389,0.481,"1",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,1944,2224.10416666667,2365.6875,1597.625,42898.5208333333,43273.625,0,18.5376,-0.3972,116.39,18072,"mardi","WorkDay","ete",12.637422711648,7.63742271164801
2019-06-26,50320.7291666667,49374.5,47055.6875,44486.6666666667,2382.39583333333,3451.66666666667,299.524224495175,298.723685380422,296.400060993332,296.143012608104,301.489083802136,295.640302475609,297.414849984703,4.05961341726134,3.89632767165627,60.6637439811616,69.0879643822435,0.484,"2",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,2196.54166666667,2051.35416666667,2317.9375,3100.25,44860.0208333333,41904.0833333333,0,18.5376,-0.3972,116.39,18073,"mercredi","WorkDay","ete",14.524224495175,9.52422449517502
2019-06-27,50982.1666666667,50320.7291666667,46737.7916666667,44336.0625,2344.33333333333,4301.77083333333,300.01292600642,299.830524741533,297.730769186274,297.559681591754,302.1512568613,297.083796499492,298.570832172886,4.21768719137833,4.31612803814168,59.0212437616667,68.0352038940785,0.486,"3",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,2382.39583333333,1705.45833333333,3451.66666666667,1875.16666666667,44486.6666666667,43157.1666666667,0,18.5376,-0.3972,116.39,18074,"jeudi","WorkDay","ete",15.01292600642,10.01292600642
2019-06-28,50134.9583333333,50982.1666666667,46098,44955.5416666667,2200.72916666667,2978.6875,298.774236721059,299.288803842611,298.386673613857,297.42024538334,301.019565965651,297.941502574952,298.869713775925,3.62034481198558,3.71201185072059,64.865906151079,73.0196326121278,0.489,"4",0,0,0,2019,"juin",1,0,0,0,0,0,0,0,2344.33333333333,1515.1875,4301.77083333333,1430.14583333333,44336.0625,43152.6666666667,0,18.5376,-0.3972,116.39,18075,"vendredi","vendredi","ete",13.774236721059,8.77423672105903
2019-06-29,45184.875,50134.9583333333,41060.8958333333,40919.8333333333,2256.5,2008.54166666667,299.503652898492,299.196714875044,298.629792942179,296.644546594688,301.796523686803,298.050029456963,299.271196346975,2.78149338888086,2.7587337448306,63.0558406510158,76.3696664331424,0.492,"5",0,0,0,2019,"juin",1,0,0,0,0,0,0,10,2200.72916666667,2206.14583333333,2978.6875,1940.08333333333,44955.5416666667,36914.6666666667,0,18.5376,-0.3972,116.39,18076,"samedi","samedi","ete",14.503652898492,9.50365289849202
2019-06-30,42028.3333333333,45184.875,39076.9583333333,37903.8333333333,1953.25,2171.25,297.146799943299,298.175168628693,298.59556639116,296.874357227748,299.9505459912,298.353437740295,299.073015573449,3.2847137621798,3.36604627712045,73.2492902523242,81.1698984506964,0.495,"6",0,0,0,2019,"juin",1,0,0,0,0,0,0,10,2256.5,2239.70833333333,2008.54166666667,2104.375,40919.8333333333,34732.875,0,18.5376,-0.3972,116.39,18077,"dimanche","dimanche","ete",12.146799943299,7.14679994329902
2019-07-01,47997.6666666667,42028.3333333333,47208.2083333333,44363.2083333333,1777.77083333333,1856.6875,294.875306365499,295.893851031309,297.615714976138,294.873529373121,297.396450716405,297.084399092437,298.360405592506,3.34889277563803,3.45447874661423,71.3788203550085,76.3987856784946,0.497,"0",0,0,0,2019,"juillet",1,0,0,0,0,0,0,0,1953.25,1944,2171.25,2365.6875,37903.8333333333,42898.5208333333,0,18.5376,1.4968,115.13,18078,"lundi","lundi","ete",9.875306365499,4.875306365499
2019-07-02,48585.7083333333,47997.6666666667,49374.5,44492.5625,1948.22916666667,2144.91666666667,294.736142366999,294.634708959163,296.426274658431,293.097678743236,296.249241758823,296.198094048067,297.017650145278,3.76062211459843,3.58798492652668,67.0843235122963,76.6255753754868,0.5,"1",0,0,0,2019,"juillet",1,0,0,0,0,0,0,0,1777.77083333333,2196.54166666667,1856.6875,2317.9375,44363.2083333333,44860.0208333333,0,18.5376,1.4968,115.13,18079,"mardi","WorkDay","ete",9.73614236699899,4.73614236699899
2019-07-03,48785.2916666667,48585.7083333333,50320.7291666667,42459.5416666667,2207.1875,4118.5625,294.996782396236,294.866964486324,295.816483599696,293.022580036233,296.669608748411,295.490927126206,296.219856632587,4.40572136256696,4.38232240774039,69.0241186748582,75.6397748697767,0.503,"2",0,0,0,2019,"juillet",1,0,0,0,0,0,0,0,1948.22916666667,2382.39583333333,2144.91666666667,3451.66666666667,44492.5625,44486.6666666667,0,18.5376,1.4968,115.13,18080,"mercredi","WorkDay","ete",9.99678239623597,4.99678239623597
2019-07-04,49167.6041666667,48785.2916666667,50982.1666666667,44065.3333333333,2387.33333333333,2714.9375,296.024437771376,295.512669763321,295.647860491392,293.170079552303,298.005863858988,295.166391127441,296.158663873812,3.61566688750059,3.54910396522768,61.1775615357102,73.2637681407426,0.505,"3",0,0,0,2019,"juillet",1,0,0,0,0,0,0,0,2207.1875,2344.33333333333,4118.5625,4301.77083333333,42459.5416666667,44336.0625,0,18.5376,1.4968,115.13,18081,"jeudi","WorkDay","ete",11.024437771376,6.02443777137597
